"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"7142","@TexasLaurieD @Gator_Fan_Jenn @cirrus1701 @cincy_browncoat @TheLarkyfarken @RantsOfIzzo @JayRFifteen @nolefan01… https://t.co/CLeBjUxL1D",FALSE,3,"TexasLaurieD",2019-03-06 23:54:02,TRUE,"1103435798853038080","1103443652083359745","125429337","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frank_in_penn",0,FALSE,FALSE,NA,NA
"7143","8 Easy Ways to Treat the Stomach Flu — Wholly Made https://t.co/ZSXKLZbGKx",FALSE,0,NA,2019-03-06 23:53:55,FALSE,NA,"1103443624778452993",NA,"<a href=""https://bitly.com/"" rel=""nofollow"">Bitly</a>","JennieE_Fuentes",0,FALSE,FALSE,NA,NA
"7144","Me in my classroom because 2 kids have the flu, 1 has strep, and 4 have had fevers in the last 5 days... https://t.co/OeUhEUdj2W",FALSE,7,NA,2019-03-06 23:53:54,FALSE,NA,"1103443617769766912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarlyKoukla",0,FALSE,FALSE,NA,NA
"7145","I have the flu, i've been watching Shane @shanedawson legit these past 3 days",FALSE,0,NA,2019-03-06 23:53:43,FALSE,NA,"1103443573905723397",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ItzGibb16",0,FALSE,FALSE,NA,NA
"7146","@DrWeil listened to you on the #JRE. My company is giving out flu vaccinations soon. Got me thinking about the plac… https://t.co/bdkViXu6Lv",FALSE,0,"DrWeil",2019-03-06 23:53:41,TRUE,NA,"1103443566234230784","41866944","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","robhward",0,FALSE,FALSE,NA,NA
"7147","@freshhs0le I went to target and Walmart to get cold/flu meds and they’re running hellla low <U+0001F629>",FALSE,0,"freshhs0le",2019-03-06 23:53:40,FALSE,"1103342648184647681","1103443560202887168","20124333","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yotacvm",0,FALSE,FALSE,NA,NA
"7148","@jonesnyassembly Sorry the flu <U+0001F637> prevented me from making the trip down this year. But glad Plattsburgh Highway Sup… https://t.co/o6BvXXINZA",FALSE,0,"jonesnyassembly",2019-03-06 23:53:39,TRUE,"1103339950903386112","1103443555471769600","819782878678511616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichaelSCashman",0,FALSE,FALSE,NA,NA
"7150","I was hoping I was pregnant but nope just the white mans flu",FALSE,5,NA,2019-03-06 23:53:08,FALSE,NA,"1103443427809812481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badqal_ce",0,FALSE,FALSE,NA,NA
"7152","My dad is super selfish, how did I ask you to take me to Walgreens so I can get my medicine (mind you I got the flu… https://t.co/ZJgnRgxEJo",FALSE,1,NA,2019-03-06 23:52:48,TRUE,NA,"1103443341193240576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","D_Boruca5",0,FALSE,FALSE,NA,NA
"7153","he has the avian flu now https://t.co/TCB2ATVacG",FALSE,3,NA,2019-03-06 23:52:42,FALSE,NA,"1103443316799098880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","panamenopapi",0,FALSE,FALSE,NA,NA
"7154","Stomach flu + significantly decreased calorie intake due to stomach flu = a real goddamned energy killer.",FALSE,1,NA,2019-03-06 23:52:36,FALSE,NA,"1103443291360628736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lagiabella",0,FALSE,FALSE,NA,NA
"7155","Me:

The flu showing up to attack my immune system: https://t.co/9enSnOD4en",FALSE,19,NA,2019-03-06 23:52:21,FALSE,NA,"1103443229154951168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","proofcabello",0,FALSE,FALSE,NA,NA
"7157","full of cold me or man flu &amp; all our lass can say is I shouldn't av gone to #swfc match other night, now iv got fuckin earache anol",FALSE,2,NA,2019-03-06 23:51:55,FALSE,NA,"1103443120216293376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","herespsycho",0,FALSE,FALSE,NA,NA
"7159","@mllleonard603 @El_Influenza Perfect!",FALSE,2,"mllleonard603",2019-03-06 23:51:44,FALSE,"1103443006827446272","1103443074766712833","699445625218326528","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melifix",0,FALSE,FALSE,NA,NA
"7160","So I've heard rumors that when you're sick you get to request cute animal photos on Twitter. I have the flu, let me… https://t.co/hMlSOWS0Un",FALSE,54,NA,2019-03-06 23:51:42,TRUE,NA,"1103443065849724929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CosmicMelodyLW",5,FALSE,FALSE,NA,NA
"7161","<U+0001F44F><U+0001F44F><U+0001F44F>
""Our children, and our children’s children, have the opportunity to grow up in a world that is free from polio,… https://t.co/Klu2EU67F9",FALSE,17,NA,2019-03-06 23:51:37,TRUE,NA,"1103443044441956353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","paimadhu",11,FALSE,FALSE,NA,NA
"7162","@melifix @El_Influenza It worked!
<U+2728><U+0001F31E><U+2728>",FALSE,2,"melifix",2019-03-06 23:51:28,FALSE,"1103430583114358784","1103443006827446272","790467060","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mllleonard603",0,FALSE,FALSE,NA,NA
"7164","The influenza report came out yesterday. 5012 cases of flu diagnosed this season, 553 hospitalizations.

After toda… https://t.co/3aIRxiRJ4T",FALSE,23,NA,2019-03-06 23:51:22,TRUE,NA,"1103442980600532994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BJMcCollister",9,FALSE,FALSE,NA,NA
"7166","@then_there_was Flu shots don’t do much if you don’t have a healthy immune system. If you’re overweight and get 4ho… https://t.co/oLvIQvl8Ay",FALSE,2,"then_there_was",2019-03-06 23:51:18,TRUE,"1103442210895257600","1103442963999395840","617962528","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lefthemisphere9",0,FALSE,FALSE,NA,NA
"7167","Yes, it’s true— your favorite baddies did get the flu",FALSE,7,NA,2019-03-06 23:51:06,FALSE,NA,"1103442915215503360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KZYLordt",1,FALSE,FALSE,NA,NA
"7168","@AshleyFrankly @TheBookofGinko vaccination is the Can soup . I believe in basic vaccination. chicken pox, flu maybe.",FALSE,0,"AshleyFrankly",2019-03-06 23:50:53,FALSE,"1101535373887488001","1103442861192855552","882646606394404864","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HeatherDiane11",1,FALSE,FALSE,NA,NA
"7169","@TotallyMUFC I'm down with some heavy flu. Can't keep my burning eyes open. It's almost 2 in the morning here. But… https://t.co/ceNhAPmFgK",FALSE,0,"TotallyMUFC",2019-03-06 23:50:53,TRUE,"1103440074681839616","1103442859791974402","631331182","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2ajmal8",0,FALSE,FALSE,NA,NA
"7172","I think I have the stupid flu dang it",FALSE,0,NA,2019-03-06 23:50:32,FALSE,NA,"1103442772420448256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snowdazey",0,FALSE,FALSE,NA,NA
"7174","Chance is seriously my best pal, he stayed with me last night (I have the flu) .. woke up every time I did just to… https://t.co/fVrAGJ98oo",FALSE,9,NA,2019-03-06 23:50:22,TRUE,NA,"1103442730129281024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cheytrahan",0,FALSE,FALSE,NA,NA
"7178","@semilorestephen Clearly!!! Stupid ass influenza",FALSE,0,"semilorestephen",2019-03-06 23:49:48,FALSE,"1103442361089171459","1103442586788872192","460191073","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","toluj0sh",0,FALSE,FALSE,NA,NA
"7180","@BoozyBadger Oh! And the temp jobs. Day and a half doing clerical work for Blue Shield (had to leave because I got… https://t.co/s5DEQHYyIA",FALSE,1,"BobcatRobin",2019-03-06 23:49:32,TRUE,"1103441859941040129","1103442519356956672","508466904","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BobcatRobin",0,FALSE,FALSE,NA,NA
"7181","Such a long day. Both boys have the flu. Frustrated with almost every person I came in contact with. <U+0001F92C>",FALSE,0,NA,2019-03-06 23:49:28,FALSE,NA,"1103442503452241920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsCheyNOT_Shay",0,FALSE,FALSE,NA,NA
"7182","Aggressive New Flu Strain On The Rise In San Diego County https://t.co/t519iFXGgP",FALSE,0,NA,2019-03-06 23:49:24,FALSE,NA,"1103442485991428096",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","diseasepandemi1",0,FALSE,FALSE,NA,NA
"7185","#poker #redtoothpoker 
Shame I didn’t have the luck I had tonight, last Saturday in the regionals, still.....
Top s… https://t.co/5vqgUlKsjf",FALSE,0,NA,2019-03-06 23:49:10,TRUE,NA,"1103442428399362049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kirkhawksworth",0,FALSE,FALSE,NA,NA
"7188","@Cross_Rhodes_ The flu is holding me back rn",FALSE,0,"Cross_Rhodes_",2019-03-06 23:48:56,FALSE,"1103442188304859137","1103442370404724736","1035228205","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexsears97",0,FALSE,FALSE,NA,NA
"7189","""This job would be great if it weren't for the f**kin' customers!"" https://t.co/VAoMyc3r7h",FALSE,1,NA,2019-03-06 23:48:56,FALSE,NA,"1103442368055988225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","El_Influenza",0,FALSE,FALSE,NA,NA
"7190","@SabrinaBrite Btw Sabrina this is Terragod 12 and i just got over my Flu",FALSE,0,"SabrinaBrite",2019-03-06 23:48:54,FALSE,"1103439054467747840","1103442362745921542","52222612","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sethdenney4",0,FALSE,FALSE,NA,NA
"7193","Flu cases surging in the heat https://t.co/44E0PcRERk",FALSE,0,NA,2019-03-06 23:48:41,FALSE,NA,"1103442306210754560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","atsihaw",0,FALSE,FALSE,NA,NA
"7196","I’ve always been curious as to why so many places offer free flu shots.

Why is that?

Does Walgreens and Kaiser Pe… https://t.co/rFgD7AnGWE",FALSE,0,"then_there_was",2019-03-06 23:48:18,TRUE,"1103442208852566017","1103442210895257600","617962528","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","then_there_was",0,FALSE,FALSE,NA,NA
"7197","I’m not sure if vaccines cause mental problems.

Seems unlikely to me. I haven’t seen any compelling evidence yet t… https://t.co/w29c0bHDDa",FALSE,1,NA,2019-03-06 23:48:18,TRUE,NA,"1103442208852566017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","then_there_was",0,FALSE,FALSE,NA,NA
"7200","tryna see why tf I got the flu shot &amp; still ended up with the flu",FALSE,0,NA,2019-03-06 23:47:49,FALSE,NA,"1103442089763835914",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ulovety_",0,FALSE,FALSE,NA,NA
"7203","@Ikay__ Dumbass influenza",FALSE,0,"Ikay__",2019-03-06 23:47:32,FALSE,"1103441880887541767","1103442015143034880","510743300","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","toluj0sh",0,FALSE,FALSE,NA,NA
"7206","I think i have the flu <U+0001F637>",FALSE,0,NA,2019-03-06 23:47:18,FALSE,NA,"1103441958050152449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnieTweetsAlot",0,FALSE,FALSE,NA,NA
"7207","@pipandbaby <U+0001F928>I'll concur on General Principle.",FALSE,1,"pipandbaby",2019-03-06 23:47:11,FALSE,"1103440630733303808","1103441928299921408","16419140","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","El_Influenza",0,FALSE,FALSE,NA,NA
"7208","A year since @liamgallagher tweeted me <U+0001F632><U+0001F601> he had man flu https://t.co/RADx4Idj3f",FALSE,0,NA,2019-03-06 23:47:06,FALSE,NA,"1103441906024005632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClareHeidi",0,FALSE,FALSE,NA,NA
"7209","I think I’m catching the flu :(",FALSE,0,NA,2019-03-06 23:47:03,FALSE,NA,"1103441896762998784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gabbi_pena",0,FALSE,FALSE,NA,NA
"7210","having the flu &amp; being pregnant is miserable",FALSE,0,NA,2019-03-06 23:46:59,FALSE,NA,"1103441877662162944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ulovety_",0,FALSE,FALSE,NA,NA
"7211","@CoryHergott @RobertsOnTheMic @OD_Birnell The implication that Ben got the flu simply by asking Coach about it remains hilarious",FALSE,1,"CoryHergott",2019-03-06 23:46:49,FALSE,"1103438785264508928","1103441837577199616","219026118","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","_HeyYoPhil",0,FALSE,FALSE,NA,NA
"7222","I just wanna know who went out with the flu. If you have the flu stay home people.",FALSE,0,NA,2019-03-06 23:45:59,FALSE,NA,"1103441628600111104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sophiexoxo95",0,FALSE,FALSE,NA,NA
"7223","PSA: Having the flu suuuuuuuucks.",FALSE,1,NA,2019-03-06 23:45:48,FALSE,NA,"1103441580239728640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angiecarnathan",0,FALSE,FALSE,NA,NA
"7229","Do you really need to get a flu shot? YES. https://t.co/JyO0IPCRVo #TeamCVS",FALSE,0,NA,2019-03-06 23:45:09,FALSE,NA,"1103441416234127360",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","KaraSenese",0,FALSE,FALSE,NA,NA
"7230","The first time the transmission of influenza from pigs to a human was confirmed by a UW-Madison veterinary medicine… https://t.co/THpI26egEi",FALSE,0,NA,2019-03-06 23:45:04,TRUE,NA,"1103441397049409537",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","wiscontext",0,FALSE,FALSE,NA,NA
"7231","@jbmsoccerdad I want to know why she has the nerve to catch the flu?",FALSE,12,"jbmsoccerdad",2019-03-06 23:45:03,FALSE,"1103081653101056006","1103441391324221444","963230940888670208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","envydatropic",1,FALSE,FALSE,NA,NA
"7232","@MattWhiteside3 You sure you don't have the flu or something?",FALSE,2,"MattWhiteside3",2019-03-06 23:44:52,FALSE,"1103440519219347458","1103441343945289730","1077522812385013760","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JM_Brister",0,FALSE,FALSE,NA,NA
"7233","i think i’m getting the flu<U+0001F60C> https://t.co/xIEuRS7ano",FALSE,0,NA,2019-03-06 23:44:51,FALSE,NA,"1103441341940490240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","savannahdyal",0,FALSE,FALSE,NA,NA
"7234","@APPConfAus @GregHuntMP The Hon Greg Hunt MP speaking at #APPConference2019 congratulating pharmacists for their he… https://t.co/FqLdW2cKjV",FALSE,4,"APPConfAus",2019-03-06 23:44:44,TRUE,NA,"1103441314237026304","2195391853","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MediSecureAU",2,FALSE,FALSE,NA,NA
"7235","@SherryPollex My Wife put up with it 9 days (she’s tough too!) she finally went to “Doc in the box” yesterday and i… https://t.co/hqwZouonBT",FALSE,0,"SherryPollex",2019-03-06 23:44:39,TRUE,"1103329962768109572","1103441290874769408","108499750","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brn2ranch",0,FALSE,FALSE,NA,NA
"7236","@AdamL_Daily @adamlambert Adam do you still have the flu",FALSE,0,"AdamL_Daily",2019-03-06 23:44:31,FALSE,"1094445645157597184","1103441256431128579","226812203","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Deefouse1",0,FALSE,FALSE,NA,NA
"7238","My dad old ass in the hospital Monday with the flu. https://t.co/JyehRrjW9L",FALSE,1,NA,2019-03-06 23:44:29,FALSE,NA,"1103441251108638720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pimpseandon",0,FALSE,FALSE,NA,NA
"7240","My mom literally had the balls to FaceTime me and make me upset when she knows I’ve been home sick feeling like dea… https://t.co/i9Quhr1xYu",FALSE,0,NA,2019-03-06 23:44:28,TRUE,NA,"1103441246457073665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LizzyRader14",0,FALSE,FALSE,NA,NA
"7241","22 points, 9 rebounds and 10 blocks with the flu. Ohio State is getting one hell of a player next season. https://t.co/g4QK8sCh6f",FALSE,2,NA,2019-03-06 23:44:26,FALSE,NA,"1103441238420869122",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StatScinta",1,FALSE,FALSE,NA,NA
"7243","all i want is the fucking stomach flu is that too much to ask for",FALSE,1,NA,2019-03-06 23:44:23,FALSE,NA,"1103441222495023114",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","feetw3t",0,FALSE,FALSE,NA,NA
"7244","@ysmfidem I thought h1n1 was the swine flu break out????",FALSE,9,"ysmfidem",2019-03-06 23:44:14,FALSE,"1103421497346011138","1103441188592467968","873321963820908550","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhDrip",1,FALSE,FALSE,NA,NA
"7245","@TarnRJ @nypost Measles is one of the most infectious diseases out there (~15x more than flu)
Approximately 0.2% of… https://t.co/9BataW45tY",FALSE,2,"TarnRJ",2019-03-06 23:44:14,TRUE,"1103308785580498945","1103441186646343680","72655206","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SRbackwards",0,FALSE,FALSE,NA,NA
"7247","Can someone cough on Pettersson so he will have the 24 hour flu and miss tomorrow?",FALSE,34,NA,2019-03-06 23:43:32,FALSE,NA,"1103441010674155520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stephane774",0,FALSE,FALSE,NA,NA
"7248","smol princess semi alive after the flu <U+0001F629> coming on #twitchtv to work on my Scorbunny cosplay and life updates, it’s… https://t.co/CNvjDlgBGJ",FALSE,7,NA,2019-03-06 23:43:28,TRUE,NA,"1103440994509307904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Snugzmeow",0,FALSE,FALSE,NA,NA
